CESU Name,Federal Agency,Fiscal Year,Award Number,Local Number,Partner,Location,Project Title,Type,Discipline,Initial Amount,Added Amount,Total Amount,Partner Principal Investigator First Name,Partner Principal Investigator Last Name,Federal Tech Rep First Name,Federal Tech Rep Last Name,Federal Project Lead First Name,Federal Project Lead Last Name,Students Involved,Sensitive Data,Description,Notes,Received Date,Reviewed Date,Approved Date,Start Date,End Date,Project Status,Awarding Office,Modification Status,Modification Number,Modification Type,Modification Approved Date,Deliverables Received,Files
Colorado Plateau (COPL),Bureau of Land Management,2005,NA12,,Northern Arizona University,VENM,At Risk Paleontological Resources of CeNozoic Fossils,Research,Natural,"$10,000.00",$0.00,"$10,000.00",Jim,Mead,,,,,No,No,,,,,,10/1/04,10/31/05,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2005,NA20,,Northern Arizona University,SDN,Recreation Impact Monitoring System: Dispersed Sites,Research,Cultural,"$3,255.00",$0.00,"$3,255.00",Pam,Foti,,,,,No,No,,,,,,10/1/04,3/31/05,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2005,NA22,,Arizona State University,BLM Lands,BLM Visitor Study,Technical Assistance,Cultural,"$72,913.00","$179,135.00","$252,048.00",Tony,Mayfield,,,,,No,No,,Original PI was Max Lockwood. This entry updated 9-12-07 to reflect the partner institution contribution to the project.,,,,1/1/05,12/31/05,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2006,JSA041002-009,,Northern Arizona University,,Escalante Level 2 Springs Inventory,,,"$10,107.00","$38,190.87","$48,297.87",Abraham,Springer,,,,,No,No,,Assistance Agreement found and entered on 6/4/07,,,,4/11/06,12/30/06,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2006,jsa041002-010,,Northern Arizona University,,Recreation Impact Inventory/Monitoring for Indian Creek Climbing Area Proposal,,,"$12,759.00","$39,699.00","$52,458.00",Pamela,Foti,,,,,No,No,,,,,,9/14/06,6/30/09,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2006,JSA041003-010,,Utah State University,,Black Footed Ferret Project,,,"$10,000.00","$108,133.00","$118,133.00",Richard,Etchberger,,,,,No,No,,This project does Not have an assistance agreement. All information comes from amendment 2.,,,,9/19/05,9/30/10,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2006,jsa041003-014,,Utah State University,,Biological Control of Noxious Weeds,,,"$13,000.00",$0.00,"$13,000.00",Edward,Evans,,,,,No,No,,,,,,5/22/06,6/30/11,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2006,jsa041003-015,,Utah State University,,Distribution and Ecology of the New Zealand Mudsnail in the Green River,,,"$27,000.00",$0.00,"$27,000.00",Chris,Luecke,,,,,No,No,,,,,,6/22/06,6/22/11,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2006,jsa041003-016,,Utah State University,,Factors Affecting Gunnison Sage-Grouse and Strategies Implemented to Enhance the Species Conservation in San Juan County Proposal,,,"$19,000.00","$39,231.00","$58,231.00",Tammy,Wallace,,,,,No,No,,,,,,9/21/06,5/30/10,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2006,jsa041004-016,,Utah State University,,Evaluation of Factors Affecting Gunnison Sage-Grouse and Strategies Implemented to Enhance the Species Conservation in San Juan County Proposal,Educational,Natural,"$19,000.00",$0.00,"$19,000.00",Phoebe,Prather,,,,,No,No,,,,,,6/1/06,5/30/10,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2006,jsa041006-003,,Arizona State University,,Managing and Marketing Public Lands for Explicitly Stated Benefits,,,"$85,406.00","$280,217.00","$365,623.00",Randy,Virden,,,,,No,No,,The original funding amounts are Not reflected in the DB because the original activation is Not present. The current funding amount may be more than reflected here depending on what ASU's original contribution was. TS,,,,5/11/06,1/31/08,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2006,L08AC13603,,Northern Arizona University,,SoNoran Desert National Monument Recreation Impact Monitoring System,Research,,"$3,255.00","$135,608.00","$138,863.00",Pam,Foti,,,,,No,No,,activation sent by cindy judge september of 07' . Mod 2 is actually a new activation - project is the same. TS,,,,9/14/06,9/30/09,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2007,GDA070009,GDA070009,University of New Mexico,,Santa Fe River Aquatic Macroinvertebrate Sampling,,,"$15,000.00",$0.00,"$15,000.00",Esteban,Muldavin,,,,,No,No,,electronic file created - No hard file,,,,9/14/07,12/30/08,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2007,GDA070010,GDA070010,University of New Mexico,,Biological Resources Data Collection and Storage,,,"$10,000.00",$0.00,"$10,000.00",Rayo,McCullough,,,,,No,No,,electronic file created - No hard file,,,,9/20/07,9/30/08,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2008,AAA080036,,Northern Arizona University,,Phoenix District Office BLM:  Recreation Impact Inventories for AY 2008-09,Research,,"$8,298.00",$0.00,"$8,298.00",Pam,Foti,,,,,No,No,,,,,,9/12/08,9/30/09,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2008,GDA080007,,Fort Lewis College,,Special Status Species Habitat Monitoring,,,"$12,000.00","$49,589.00","$61,589.00",Catherine,Ortega,,,,,No,No,,,,,,5/21/08,9/30/13,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2008,L08AC13213,,Northern Arizona University,,Project Archaeology,Technical Assistance,Cultural,"$5,000.00",$0.00,"$5,000.00",Joelle,Clark,,,,,No,No,,,,,,9/3/08,9/30/13,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2008,L08AC14327,,Northern Arizona University,,GSENM Backcountry and Dispersed Recreation Impact Monitoring 2009,Research,,"$14,522.00","$215,677.49","$230,199.49",Pam,Foti,Clay,Stewart,,,No,No,,"The match account for this is GGRS036.

Match activation: 9/11/2008-$3,769 is forgone indirect.",,,,9/1/08,9/30/13,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2008,L08AC14327-GGRS036,,Northern Arizona University,,GSENM Backcountry and Dispersed Recreation Impact Monitoring 2009,,,"$11,968.00","$170,249.00","$182,217.00",Pam,Foti,,,,,No,No,,,,,,9/5/08,9/30/13,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2008,,,Utah State University,UT,Ut Sage Grouse Study & Modification,,,"$50,000.00",$0.00,"$50,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2008,,,University of Utah,UT,Paleo Survey of Kaiparowits Plateau,,,"$18,500.00",$0.00,"$18,500.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2008,,,University of Utah,UT,White River and Graham's Penstemon Study,,,"$5,000.00",$0.00,"$5,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2009,L09AC15851,,Northern Arizona University,,"Riparian Raptors: Distribution, Abundance, Habitat Requirements, and Breeding Ecology at the San Pedro River Preserve",Research,,"$15,319.00","$41,081.00","$56,400.00",Matthew,Johnson,Dave,Mattson,,,No,No,,"Foregone IDC $4,749.",,,,10/1/09,9/30/14,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2009,,,University of New Mexico,NM,Survey for Chihuahua Scurfpea,,,"$35,000.00",$0.00,"$35,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2009,,,University of New Mexico,NM,PiNon-Juniper Woodlands and Bird Diversity,,,"$30,000.00",$0.00,"$30,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2009,,,University of New Mexico,NM,Santa Fe River Vegetation Analysis & Exotic Vegetation Mapping,,,"$25,000.00",$0.00,"$25,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2009,,,Utah State University,UT,Pariette Wetlands Salinity/Selenium Study,,,"$80,000.00",$0.00,"$80,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2009,,,University of Utah,UT,Red Butte Garden Study Modification,,,"$20,000.00",$0.00,"$20,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,L09AC15696,,Northern Arizona University,,Indian Creek Special Recreation Management Area: Dispersed Camping and Climbing Impact,Research,Social,"$9,999.00","$40,601.00","$50,600.00",Pam,Foti,Brian,Quigley,,,No,No,,No formal final report is required.,,,,8/1/09,2/17/11,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,L09AC15940,,Northern Arizona University,,Recreation Impact Monitoring System 2010: Dispersed Sites North of I-8,Research,Interdisciplinary,"$8,450.00","$51,162.00","$59,612.00",Pam,Foti,Dave,Scarborough,,,No,No,,"Foregone IDC = $5,221",,,,9/17/09,9/16/14,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,L09AC16001,,Northern Arizona University,,OHV Trail Recreation Impact Assessment: Uncompahgre Field Office: Dry Creek Area,Applied Research,Social,"$26,932.00","$184,894.00","$211,826.00",Pam,Foti,Julie,Jackson,,,No,No,,"Match account for this account is GGRS089.  The match account source and contact are:  GGR1133 and Deb Martin (3-2383). ERE = $1800. 12/22/09
This activation includes sponsors original award ($12,000) and amendment #1 ($14,932) for a grand total budget of $26,932 as reflected in attached budget. Match account for this account is GGRS089. 12/22/09",,,,8/1/09,1/30/14,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,L10AC20436,,Arizona State University,,Legacies on the Landscape: Socioecological interactions on Perry Mesa Agua Fria National Monument Arizona,Research,Cultural,"$14,050.00",$0.00,"$14,050.00",David,Abbott,,,,,No,No,,,,,,10/1/10,3/30/17,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,NA19,,University of Arizona,,BLM Utah Plant Study,,,"$30,000.00",$0.00,"$30,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,University of New Mexico,NM,Biological Resource Data,,,"$15,000.00",$0.00,"$15,000.00",,,,,,,No,No,,,,,,9/6/11,9/30/12,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Northern Arizona University,UT,Native Plant Seed Collection Colorado Plateau,,,"$85,000.00",$0.00,"$85,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Southern Utah University,UT,Hamlin Valley Sage Grouse Study Modification,,,"$80,000.00",$0.00,"$80,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Northern Arizona University,UT,Plant Initiative Seed Collection,,,"$75,000.00",$0.00,"$75,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Northern Arizona University,UT,Colorado Plateau Native Plant Initiative,,,"$45,000.00",$0.00,"$45,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Southern Utah University,UT,Aspen Ecosystems Study Modification,,,"$40,000.00",$0.00,"$40,000.00",,,Clay,Steward,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Northern Arizona University,UT,Seeds of Success,,,"$35,000.00",$0.00,"$35,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,University of Utah,UT,BLM Utah Plant Study,,,"$30,000.00",$0.00,"$30,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Southern Utah University,UT,Prairie Dog Recovery,,,"$25,000.00",$0.00,"$25,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Utah State University,UT,Agreement Modification,,,"$24,000.00",$0.00,"$24,000.00",,,,,,,Yes,No,,,,,,6/4/12,9/30/17,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,University of Utah,UT,Rare Plant Research-Red Butte Garden,,,"$20,000.00",$0.00,"$20,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Southern Utah University,UT,Natural Resources Youth,,,"$18,000.00",$0.00,"$18,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Southern Utah University,UT,Natural Resource Youth Employment Program,,,"$17,400.00",$0.00,"$17,400.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,University of Utah,UT,Colorado Plateau Native Plants,,,"$15,000.00",$0.00,"$15,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2010,,,Northern Arizona University,UT,Native Plant Research Colorado Plateau,,,"$10,000.00",$0.00,"$10,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L10AC20079,,Colorado Mesa University,,BLM-CO-MCNCA Undergraduate Intern NLCS Monitoring and Research at McInnis Canyons NRA,,,"$7,400.00",$0.00,"$7,400.00",Tamera,Minnick,,,,,No,No,,There is No electronic file for this project.,,,,5/24/10,5/22/15,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L10AC20147,,Colorado State University,McInnis Canyons NRA,BLM-CO-MCNCA Undergraduate Intern NLCS Monitoring and Research,,,"$6,600.00",$0.00,"$6,600.00",Mark,Brown,,,,,Yes,No,,There is No electronic file for this project.,,,,5/24/10,6/12/15,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L10AC20346,,Northern Arizona University,,Wet Cave Arthro Inventory,Research,Natural,"$29,713.00","$124,165.00","$153,878.00",Matthew,Johnson,,,,,No,No,,,,,,9/1/10,8/31/14,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L10AC20359,,Northern Arizona University,,SoNoran Desert & Ironwood Forest National Monuments (BLM): Recreation Impact Assessment System with Remote Sensing Applications,,Natural,"$35,000.00","$284,356.00","$319,356.00",Pam ,Foti ,David,Scarborough,,,Yes,No,,,,,,9/1/10,5/30/16,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L10AC20445,,Northern Arizona University,,BLM California Desert Connectivity Project,,,"$182,000.00",$0.00,"$182,000.00",Paul,Beier,,,,,No,No,,,,,,9/7/10,9/30/11,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L10AC20523,,Northern Arizona University,,Northern Arizona Native Seed Alliance Coordination,Research,Natural,"$75,000.00","$506,697.00","$581,697.00",Patty,West,Wayne,Padgett,,,No,No,,,,,,9/17/10,9/30/15,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20026,,Utah State University,UT,White tail Prairie Dog Study VFO,,,"$70,000.00",$0.00,"$70,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20101,,Utah State University,UT,Utah Biomass,,,"$10,000.00",$0.00,"$10,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20101,,Utah State University,UT,Biomass Partnership,,,"$10,000.00",$0.00,"$10,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20143,,Northern Arizona University,,Paleoecology of Grand Staircase-Escalante National Monument,,,"$48,736.00","$71,300.00","$120,036.00",Scott,Anderson,,,,,Yes,No,,,,,,6/1/11,6/30/16,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20165,,Northern Arizona University,,BLM San Juan River Corridor Planning Intern,Educational,Natural,"$4,578.00","$221,116.09","$225,694.09",Karen,English,Brian,Quigley,,,Yes,No,,,,,,6/1/11,12/31/12,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20187,,Utah State University,UT,Utah Natural Heritage Program,,,"$64,000.00",$0.00,"$64,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20227,,Utah State University,UT,Biocontrol Study and Monitoring,,,"$15,000.00",$0.00,"$15,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20227,,Utah State University,UT,Biocontrol Monitoring,,,"$15,000.00",$0.00,"$15,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20242,,Utah State University,UT,Historic Sand Cliff Sig Public Arch Protection,,,"$20,000.00",$0.00,"$20,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20256,,Southern Utah University,UT,Bat Inventory and Monitoring,,,"$20,000.00",$0.00,"$20,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20280,,University of Utah,UT,Climate Investigation,,,"$35,000.00",$0.00,"$35,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20329,,Southern Utah University,UT,Frisco Mountain Endemic Plant Study,,,"$69,000.00",$0.00,"$69,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20344,,University of Utah,UT,Rio Mesa Native Plant Research,,,"$20,000.00",$0.00,"$20,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AC20355,,Arizona State University,,CESU CP BLM AZ Natural Resource Science Partnership,Research,Natural,"$75,000.00",$0.00,"$75,000.00",William,Miller,,,,,No,No,,,,,,10/1/11,9/30/16,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,L11AS20101,,Utah State University,UT,Biomass Resource Group Facilitation,,,"$44,000.00",$0.00,"$44,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,,,University of New Mexico,NM,Bat Roost Data,,,"$35,000.00",$0.00,"$35,000.00",,,,,,,No,No,,,,,,9/6/11,12/31/12,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,,,University of New Mexico,NM,Survey and Monitoring for Kuenzler's Hedgehog Cactus,,,"$20,000.00",$0.00,"$20,000.00",,,,,,,No,No,,,,,,4/14/11,12/30/12,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,,,University of New Mexico,NM,Biological Resource Data,,,"$15,000.00",$0.00,"$15,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2011,,,Utah State University,UT,Utah Natural Heritage Program,,,"$64,000.00",$0.00,"$64,000.00",,,,,,,No,No,,,,,,,,,,,,,,,
Colorado Plateau (COPL),Bureau of Land Management,2012,L11AC20286,,Northern Arizona University,,AZ Old Spanish National Historic Trail Recreation Assessment,,,"$10,000.00","$41,071.00","$51,071.00",Pam,Foti,,,,,Yes,No,,,,,,9/1/11,9/30/16,,,,,,,,
