Federal Partner,FY,J Number,Award Number,Continuation of,Partner,Park/Location,Project Title,Key Official (last),Key Official (first),Investigator-L,Investigator-F,Start Date,Stop Date,Project Discipline,Partner Award,Match Amount,Award Amount,Current Funding Amount,Original Award Total,Annual Research & Design Rpt Code,CA Account Number,Account Number,Area/Org,Ext 1,Ext 2,Ext 3,PWE,Description,Fund Source,Project Product,Received,Sent to TIC,Notes,Electronic Version Received,Mod .1 Date,Mod .1 Amount,mod 1 match,Mod .1 Notes,Mod .2 Date,Mod .2 Amount,mod 2 match,Mod .2 Notes,Mod .3 Date,Mod .3 Amount,mod 3 match,Mod .3 Notes,Mod .4 Date,Mod .4 Amount,mod 4 match,Mod .4 Notes,Mod .5 Date,Mod .5 Amount,mod 5 match,Mod .5 Notes,Mod .6 Date,Mod .6 Amount,mod 6 match,Mod .6 Notes,Project Type,project supported students,Student Status,Sensitive Data,Funding Amount,NPS Closed,Principle Investigator Name,Key Official Name
National Park Service (NPS),2017,P17AC01091,P17AC00946,,Museum of Northern Arizona (MNA),GLCA,Lake Canyon Grazing Allotment Cultural Resource Inventory,Hyde,Ken,Spurr,Kim,2017-07-25 00:00,2019-09-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$98,000.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,"$98,000.00 ",0,William Doelle,Ken Hyde
National Park Service (NPS),2017,P17AC01360,P17AC01360,,University of New Mexico (UNM),WHSA,Paleo Indian Assessment of the Lakes and Prehistoric Wetlands of White Sands National Monument,Bustos,David,Dello-Russo,Robert,2017-09-06 00:00,2018-10-31 00:00,Cultural,$0.00 ,$0.00 ,"$97,893.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,1,"$97,893.00 ",0,Robert Dello-Russo,David Bustos
National Park Service (NPS),2017,P17AC01533,P17AC01533,,Colorado State University (CSU),FMPC,Formulation and Estimation of the Tradeoff between Fuels and Preparedness Budgets using Translog Econometric Production Function�,Williams,Sheila,Rideout,Douglas,2017-09-30 00:00,2021-09-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$97,000.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,"$97,000.00 ",0,Douglas Rideout,Sheila Williams
National Park Service (NPS),2017,P17AC00151,P17AC00151,,Northern Arizona University (NAU),SCPN,Monitoring Surveys (2017) to Support Long-Term Monitoring of Bird Communities in National Park Service Units (GRCA and WUPA) of the Southern Colorado Plateau Network,Weissinger,Rebecca,Holmes,Jennifer,2017-03-08 00:00,2018-07-31 00:00,Natural,$0.00 ,$0.00 ,"$95,529.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,0,"$95,529.00 ",0,Jennifer Holmes,Rebecca Weissinger
National Park Service (NPS),2017,P17AC00471,P17AC00471,,Museum of Northern Arizona (MNA),SEUG,"Comprehensive Agreement to Address Inadvertent Discoveries under NAGPRA at the parks of the Southeast Utah Group (Arches and Canyonlands National Parks, Hovenweep and Natural Bridges National Monuments)",Baker,Thann,Spurr,Kim,2017-05-01 00:00,2019-01-31 00:00,Cultural,$0.00 ,$0.00 ,"$94,705.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,1,"$94,705.00 ",0,Kim Spurr,Thann Baker
National Park Service (NPS),2017,P17AC00841,P17AC00841,,University of Arizona (UAZ),WACC,Promote Access to National Park Service Archives,Saba,Khaleel,Fulton,Bruce,2017-07-01 00:00,2020-06-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$91,515.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,1,"$91,515.00 ",0,Bruce Fulton,Khaleel Saba
National Park Service (NPS),2017,P17AC01562,P17AC01562,,University of Arizona (UAZ),WACC,Conserve Objects for Exhibits,Rodeffer,Tef,Paul Creasman,Pearce,2017-09-01 00:00,2020-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$89,901.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,1,"$89,901.00 ",0,Pearce Paul Creasman,Tef Rodeffer
National Park Service (NPS),2017,P17AC00876,P17AC00876,,University of Arizona (UAZ),WACC,Improve Access to Information on Cultural and Natural Resources,Saba,Khaleel,Creasman,Pearce Paul,2017-07-01 00:00,2020-09-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$84,535.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,1,"$84,535.00 ",0,Pearce Paul Creasman,Khaleel Saba
National Park Service (NPS),2017,P17AC00586,P17AC00586,,University of Arizona (UAZ),"BITH, PECO, SUCR, WACA, WUPA, PAIS",Survey and Preserve Prehistoric and Historic Museum Collections,Rodeffer,Tef,Paul Creasman,Pearce,2017-06-01 00:00,2020-08-31 00:00,Cultural,$0.00 ,$0.00 ,"$83,253.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,1,,0,Pearce Paul Creasman,Tef Rodeffer
National Park Service (NPS),2017,P17AC01569,P17AC01569,,Southern Utah University (SUU),"PISP, BRCA, ZION, CEBR","Intergovernmental Internship Cooperative (IIC) Youth Partnership Project 2017 at Bryce Canyon National Park (BRCA), Pipe Spring National Monument (PISP), Zion National Park (ZION), and Cedar Breaks National Monument (CEBR) ",Axel,Jeff,Eastep,Briget,2017-09-01 00:00,2022-08-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$80,611.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,0,"$80,611.00 ",0,Briget Eastep,Jeff Axel
National Park Service (NPS),2017,P17AC00946,P17AC00946,,Museum of Northern Arizona (MNA),"GLCA,RABR",GLCA/RABR Archeological Resource Protection Plan for Grazing and Other Known Impacts,Hyde,Ken,Spurr,Kim,2017-07-25 00:00,2018-09-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$80,000.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,1,"$80,000.00 ",0,Kim Spurr,Ken Hyde
National Park Service (NPS),2017,P17AC00633,P17AC00633,,University of Arizona (UAZ),GRCA,Multiple Properties Documentation Form of Grand Canyon as a Traditional Cultural Property,Brennan,Ellen,Ferguson,T.J.,2017-06-19 00:00,2018-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$76,784.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,1,"$76,784.00 ",0,T.J. Ferguson,Ellen Brennan
National Park Service (NPS),2017,P17AC00904,P17AC00904,,The Arboretum of Flagstaff (AAF),GRCA,Mitigate Endangered Bird Habitat Prior to Tamarisk Defoliation by the Northern Tamarisk Beetle,Newton,Ronda,Haskins,Kristin,2017-07-18 00:00,2019-12-31 00:00,Natural,$0.00 ,$0.00 ,"$76,561.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,1,"$76,561.00 ",0,Kristin Haskins,Ronda Newton
National Park Service (NPS),2017,P17AC00850,P17AC00850,,Utah State University (USU),"IMRO, TONT",Natural Resource Condition Assessment for Tonto National Monument ,Pineda Bovin,Phyllis,Brunson,Mark,2017-07-12 00:00,2019-06-30 00:00,Natural,$0.00 ,$0.00 ,"$74,137.22 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,"$74,137.22 ",0,Mark Brunson,Phyllis Pineda Bovin
National Park Service (NPS),2017,P17AC01565,P17AC01565,,Southern Utah University (SUU),"PARA, CEBR, BRCA, ZION, GRBA,PISP","2017 Intergovernmental Internship Cooperative (IIC) Diverse and Underrepresented Youth Internships at Grand Canyon-Parashant National Monument, Cedar Breaks National Monument, Bryce Canyon National Park, Zion National Park, Great Basin National Park, and ",Axel,Jeff,Eastep,Briget,2017-09-01 00:00,2022-08-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$74,051.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,0,"$74,051.00 ",0,Briget Eastep,Jeff Axel
National Park Service (NPS),2017,P17AC01501,P17AC01501,,Northern Arizona University (NAU),NRSS,Ecosystem Services of Wild and Scenic Rivers,Back,Jennifer,Perry,Denielle,2017-09-22 00:00,2018-12-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$73,000.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,"$73,000.00 ",0,Danielle Perry,Jennifer Back
National Park Service (NPS),2017,P17AC01567,P17AC01567,,Southern Utah University (SUU),PISP,Intergovernmental Internship Cooperative (IIC) Youth Partnership Project 2017 at Pipe Spring National Monument (PISP),Axel,Jeff,Eastep,Briget,2017-09-01 00:00,2022-08-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$70,800.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,0,"$70,800.00 ",0,Briget Eastep,Jeff Axel
National Park Service (NPS),2017,P17AC00848,P17AC00848,,University of Arizona (UAZ),NTIR,Western Archeological and Conservation Center and National Trails Intermountain Region,Saba,Khaleel,Fulton,Bruce,2017-07-01 00:00,2019-06-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$70,000.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,1,"$70,000.00 ",0,Bruce Fulton, Khaleel Saba
National Park Service (NPS),2017,P17AC00901,P17AC00901,,Colorado State University (CSU),GRCA,Soundscape Analysis and Report Writing ,Newton,Ronda,Angeloni,Lisa,2017-08-01 00:00,2019-09-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$69,455.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,"$69,455.00 ",0,Lisa Angeloni,Ronda Newton
National Park Service (NPS),2017,P17AC00774,P17AC00774,,University of New Mexico (UNM),PECO,Archaeological Data Recovery and Testing at Kozlowksi�s Trading Post ,Moss,Jeremy,Dello-Russo,Robert,2017-08-01 00:00,2018-08-01 00:00,Cultural,$0.00 ,$0.00 ,"$67,119.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,1,"$67,119.00 ",0,Robert Dello-Russo,Jeremy Moss
National Park Service (NPS),2017,P17AC00193,P17AC00193,,University of Arizona (UAZ),ELMO,National Register Nomination for the Atsinna and North Atsinna Pueblos ,Baumann,Steve,Ferguson,T.J.,2017-03-01 00:00,2018-08-31 00:00,Cultural,$0.00 ,$0.00 ,"$66,252.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,1,"$66,252.00 ",0,T.J. Feruson,Steve Baumann
National Park Service (NPS),2017,P17AC00108,P17AC00108,,University of Utah (UU),IMRO,Colorado Plateau Dark Skies Cooperative Coordinator Internship ,Stanley,Randy,Goldsmith,Stephen,2016-12-30 00:00,2017-12-15 00:00,Interdisciplinary,,$0.00 ,"$66,200.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,0,"$66,200.00 ",0,Stephen Goldsmith,Randy Stanley
National Park Service (NPS),2017,P17AC00796,P17AC00796,,Utah State University (USU),"IMRO, CAGR",Natural Resource Condition Assessment for Casa Grande Ruins National Monument,Pineda Bovin,Phyllis,Brunson,Mark,2017-07-12 00:00,2019-06-30 00:00,Natural,$0.00 ,$0.00 ,"$65,727.80 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,"$65,727.80 ",0,Mark Brunson,Phyllis Pineda Bovin
National Park Service (NPS),2017,P17AC01150,P17AC01150,,Colorado Mesa University (CMU),GUMO,Pine Springs Buffalo Soldier Camp Archaeological Overview and Assessment and Management Plan,Medrano,Mike,Scott,Douglas,2017-08-15 00:00,2020-05-31 00:00,Cultural,$0.00 ,$0.00 ,"$62,198.70 ",,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,"$62,198.00 ",0,Douglas Scott,Mike Medrano
National Park Service (NPS),2017,P17AC00846,P17AC00846,,University of Arizona (UAZ),WACC,Promote Accessibility and Research of National Park Service Collections,McLain,Brenda,Creasman,Pearce Paul,2017-07-01 00:00,2019-01-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$59,816.14 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,1,"$59,816.14 ",0,Pearce Paul Creasman,Brenda McLain
National Park Service (NPS),2017,P17AC00859,P17AC00859,,University of New Mexico (UNM),WHSA,"Condition Assessment and Intensive Survey for Lake Lucero Site, LA 21162",Bustos,David,Dello-Russo,Robert,2017-08-08 00:00,2018-10-31 00:00,Cultural,$0.00 ,$0.00 ,"$59,055.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,1,"$59,055.00 ",0,Robert Dello-Russo,David Bustos
National Park Service (NPS),2017,P17AC00788,P17AC00788,,University of Pennsylvania - School of Design (UPE),NCRO,Cultural Landscapes Inventory & Ethnographic Assessment � DC Small Park Reservations,Joseph,Maureen,Mason,Randall,2017-06-07 00:00,2018-06-30 00:00,Cultural,$0.00 ,$0.00 ,"$56,000.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,"$56,000.00 ",0,Randall Mason,Maureen Joseph
National Park Service (NPS),2017,P17AC00953,P17AC00953,,Utah State University (USU),"IMRO, MOCA, TUZI",Natural Resource Condition Assessment for Montezuma Castle and Tuzigoot National Monuments,Pineda Bovin,Phyllis,Brunson,Mark,2017-07-20 00:00,2019-06-30 00:00,Natural,$0.00 ,$0.00 ,"$52,940.37 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,"$52,940.37 ",0,Mark Brunson,Phyllis Pineda Bovin
National Park Service (NPS),2017,P17AC01710,P17AC01710,,University of Pennsylvania - School of Design (UPE),"IMRO, FOUN",Develop Monitoring Protocols to Evaluate Vulnerabilities of Traditional Architecture Resources/Sites in the Arid West,Meyer,Lauren,Matero,Frank,2017-09-01 00:00,2019-04-12 00:00,Cultural,$0.00 ,$0.00 ,"$52,836.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,"$52,836.00 ",0,Frank Matero,Lauren Meyer
National Park Service (NPS),2017,P17AC01589,P17AC01589,,New Mexico State University (NMSU),BAND,Intergovernmental Internship Cooperative (IIC) Youth Partnership Project 2017 at Grand Canyon-Parashant National Monument (PARA),Sweat,Jeremy,Burney,Owen,2017-09-30 00:00,2022-09-30 00:00,Natural,$0.00 ,$0.00 ,"$50,000.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,"$50,000.00 ",0,Owen Burney,Jeremy Sweat
National Park Service (NPS),2017,P17AC01454,P17AC01454,,Utah State University (USU),DINO,Creation of Predictive Model using GIS for Grazing Allotments and Archaeological Field School in Dinosaur National Monument,Baldwin,Lisa,Finley,Judson,2017-09-06 00:00,2019-02-01 00:00,Cultural,$0.00 ,$0.00 ,"$50,000.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,0,"$50,000.00 ",0,Judson Finley,Lisa Baldwin
National Park Service (NPS),2017,P17AC01564,P17AC01564,,Southern Utah University (SUU),PARA,Planting strategies for drought-resistant ponderosa pine (Pinus ponderosa) and Douglas fir (Pseudotsuga menziesii) to aid in research and post-fire restoration in the eastern Jemez Mountains,Axel,Jeff,Eastep,Briget,2017-09-01 00:00,2022-08-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$50,000.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,0,,0,"$5,000.00 ",0,Briget Eastep,Jeff Axel
National Park Service (NPS),2017,P17AC00600,P17AC00600,,Northern Arizona University (NAU),GRCA,"Monitoring, inventory, public outreach, and trace fossil research for paleontological resources within Grand Canyon National Park",Newton,Ronda,Elliot,David,2017-07-01 00:00,2018-06-30 00:00,Natural,$0.00 ,$0.00 ,"$44,413.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,"$44,413.00 ",0,David Elliot,Ronda Newton
National Park Service (NPS),2017,P17AC01324,P17AC01324,,University of New Mexico (UNM),"MOCA, TONT",Plaster Treatment Planning at Tonto and Montezuma Castle National Monuments,Guebard,Matt,Bass,Angelyn,2017-09-15 00:00,2019-03-31 00:00,Cultural,$0.00 ,$0.00 ,"$44,001.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,"$44,001.00 ",0,Angelyn Bass,Matt Guebard
National Park Service (NPS),2017,P17AC01414,P17AC01414,,University of Arizona (UAZ),WHSA,Analysis of Late Pleistocene and Holocene Environmental Change and Landscape Evolution in White Sands National Monument,Bustos,David,Holliday,Vance,2017-09-06 00:00,2020-08-31 00:00,Natural,$0.00 ,$0.00 ,"$41,290.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,1,"$41,290.00 ",0,Vance Holliday,David Bustos
National Park Service (NPS),2017,P17AC00865,P17AC00865,,University of Pennsylvania - School of Design (UPE),IMRO - CR,Provide Interns with Experiential Learning Opportunities in Historic Preservation,Meyer,Lauren,Matero,Frank,2017-07-28 00:00,2018-01-01 00:00,Cultural,$0.00 ,$0.00 ,"$40,683.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,0,"$40,683.00 ",0,Frank Matero,Lauren Meyer
National Park Service (NPS),2017,P17AC00699,P17AC00699,,University of Pennsylvania - School of Design (UPE),NERO,Cultural Resources Transfer of Knowledge Education Project,Antonellis,April,Mason,Randy,2017-09-15 00:00,2018-09-30 00:00,Cultural,$0.00 ,$0.00 ,"$39,926.50 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,"$39,926.00 ",0,Randy Mason,April Antonellis
National Park Service (NPS),2017,P17AC01321,P17AC01321,,University of Pennsylvania - School of Design (UPE),MEVE,Complete Historic Structures Reports for Quarters 5 and 6 ,Loy,Allan,Matero,Frank,2017-08-22 00:00,2018-06-30 00:00,Cultural,$0.00 ,$0.00 ,"$39,642.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,"$39,642.00 ",0,Frank Matero,Allan Loy
Bureau of Reclamation (BOR),2008,0,08PG320360,ENS35UR,Northern Arizona University (NAU),,Support of Watershed Research and Education Program (WREP) 2008,,,Shannon,Joseph,2008-04-18 00:00,2008-08-31 00:00,,"$5,940.00 ","$1,040.00 ","$6,980.00 ","$6,980.00 ",$0.00 ,0,,,MPC35XF,2008-12-31 00:00,,,,,,,,,,0,2008-11-13 00:00,$0.00 ,$0.00 ,Project period extension to 12/31/2008,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,0,0,,0,,
United States Department of Agriculture (DOA),2008,,W912HZ-08-2-0010,,Northern Arizona University (NAU),,Direct and Indirect Impacts of Lehmann Lovegrass on Pollinator Communities & Plant-Pollinator Networks,Lutz,Barry,Cobb,Neil,2008-03-01 00:00,2011-09-30 00:00,,"$113,704.00 ",,"$113,704.00 ","$113,704.00 ","$38,401.00 ",0,,,MPC35WU,2009-11-17 00:00,2010-09-30 00:00,,,,,,,,,0,2008-11-21 00:00,"$8,511.00 ","$1,489.00 ",Change in budget and period of performance.,2009-02-13 00:00,"$33,079.00 ","$5,789.00 ",Change in budget and period of performance.,2010-05-03 00:00,"$26,435.00 ",$0.00 ,Change in budget.,2010-11-29 00:00,$0.00 ,$0.00 ,Change period of performance to 9/30/2011.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,0,0,,0,,
National Park Service (NPS),2008,08AC00036,USUCP-029,,Utah State University (USU),DINO,"Evaluation of Integrated Restoration Methods for Cub Creek Watershed, Dinosaur National Monument , Unitah County, UT",,,,,2008-08-01 00:00,2013-06-30 00:00,Natural,$0.00 ,$0.00 ,"$48,000.00 ","$48,000.00 ",$0.00 ,0,H1200040002,1400-CF83-N2P,,,,,N2P,Centennial Challenge Flexible Base Increase,,,,,R1404084245,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Corey Ransom,
